Books,Al-Fatiha,Al-Baqarah,Al Imran,An-Nisa,Al-Maidah,Al-Anam,Al-Araf,Al-Anfal,At-Tawbah,Yunus,Hud,Yusuf,Ar-Rad,Ibrahim,Al-Hijr,An-Nahl,Al-Isra,Al-Kahf,Maryam,Ta-Ha,Al-Anbiya,Al-Hajj,Al-Muminun,An-Nur,Al-Furqan,Ash-Shuara,An-Naml,Al-Qasas,Al-Ankabut,Ar-Rum,Luqmaan,As-Sajda,Al-Ahzaab,Saba (surah),Faatir,Yaseen,As-Saaffaat,Saad,Az-Zumar,Ghafir,Fussilat,Ash_Shooraa,Az-Zukhruf,Ad-Dukhaan,Al-Jaathiyah,Al-Ahqaaf,Muhammad,Al-Fath,Al-Hujuraat,Qaaf,Adh-Dhaariyaat,At-Toor,An-Najm,Al-Qamar,Ar-Rahman,Al-Waqia,Al-Hadeed,Al-Mujadila,Al-Hashr,Al-Mumtahanah,As-Saff,Al-Jumuah,Al-Munafiqoon,At-Taghabun,At-Talaq,At-Tahreem,Al-Mulk,Al-Qalam,Al-Haaqqa,Al-Maaarij,Nooh,Al-Jinn,Al-Muzzammil,Al-Muddaththir,Al-Qiyamah,Al-Insaan,Al-Mursalaat,An-Naba,An-Naaziaat,Abasa,At-Takweer,Al-Infitar,Al-Mutaffifeen,Al-Inshiqaaq,Al-Burooj,At-Taariq,Al-Alaa,Al-Ghaashiyah,Al-Fajr,Al-Balad,Ash-Shams,Al-Layl,Ad-Dhuha,Ash-Sharh,At-Teen,Al-Alaq,Al-Qadr,Al-Bayyinahh,Az-Zalzalah,Al-Aadiyaat,Al-Qaariah,At-Takaathur,Al-Asr,Al-Humazah,Al-Feel,Quraysh,Al-Maaoon,Al-Kawthar,Al-Kaafiroon,An-Nasr,Al-Masad,Al-Ikhlaas,Al-Falaq,Al-Naas
Book document vector lengths,1.1793215,12.713969,9.351614,16.78796,11.550717,9.807613,10.211889,9.600066,14.593471,9.426968,9.201736,13.508325,7.960068,6.390689,7.5101223,8.46987,8.053444,10.212969,8.264202,11.802826,7.734305,7.103816,7.476957,11.579757,6.5437417,11.033093,7.9907284,9.202852,7.5292296,7.531717,6.25998,6.2964983,12.091746,6.6622496,6.9007154,6.418601,7.6666374,7.8227367,8.325801,7.2187204,6.0676007,7.631068,6.7487707,5.8311167,6.949578,6.3372545,7.705292,7.858525,6.5838575,6.242331,5.296699,5.2674174,5.1416388,7.3066373,10.931153,6.993277,7.3580647,6.5454373,5.8569226,5.819311,4.471173,4.052539,4.1207123,5.739367,5.9530406,4.9728637,5.0350957,4.6987414,4.9758,4.33905,4.0262113,4.336853,4.601675,4.1205544,4.4663677,5.0101156,5.8884587,4.235401,4.0130763,4.1904435,3.542462,2.5617642,4.5543547,2.8397396,2.7036862,2.548241,2.3836374,3.8288527,3.999114,2.946178,2.9638517,3.115273,1.7155247,1.4587824,1.6149004,3.1790864,1.2796774,2.8353896,1.7549223,2.2799287,1.785322,1.7013426,0.9755484,1.8809372,1.5947217,1.2762979,1.0837469,0.59866685,1.1897244,0.91593206,1.5639354,0.5954837,1.3177536,1.2549053
Book sum of word vector lengths,676.7931909561157,101989.64957726002,59969.11428377032,60574.80835661292,46826.87947630882,54280.86209490895,59007.753456026316,20441.104817330837,42297.281890422106,32178.52363985777,33533.54156640172,29390.131374269724,14463.098240554333,14587.793492913246,11356.984700411558,31590.11958643794,25719.872561246157,26743.132831037045,16563.91949185729,23144.727396190166,20579.963833540678,20872.79675719142,18123.322189867496,21457.275902181864,15650.563008487225,24532.138077944517,20110.83570253849,24776.807645112276,18078.617995530367,14353.691304594278,9120.187991470098,6560.949609518051,20497.305351227522,14828.646951913834,12837.910576552153,12963.66357833147,15013.64038786292,12748.420960098505,20400.205930680037,21291.32071250677,13837.558476418257,14977.31902897358,15209.305832654238,6023.609628289938,9293.341775387526,10984.264774084091,9552.366324484348,9951.157813340425,6019.355986773968,6441.564403444529,6407.528028309345,5493.754582822323,5951.323639839888,6017.989975452423,6720.809469878674,6094.608822822571,10455.364012360573,8017.739468634129,8164.026708394289,6255.865056067705,3661.1812453866005,2704.77096375823,3128.6493238806725,4797.229911983013,4811.520762056112,4327.201253801584,5464.342936515808,5573.004968374968,4653.588775575161,3469.5504368543625,3572.312760025263,4519.895717352629,3262.2614127397537,4214.790113300085,2899.61383163929,3682.0379444658756,3299.1595667004585,2826.754526644945,3140.9950814545155,2272.7701611816883,1593.8540661036968,1371.148155361414,2546.5890335142612,1842.790256202221,1729.8011828660965,931.9611140489578,1211.6139544844627,1419.758386015892,2195.2686454951763,1367.4789757728577,1149.3700928092003,1326.984952867031,892.051853209734,313.97314393520355,560.4608745574951,1152.907436400652,457.0456910133362,1651.553366303444,624.9159811139107,665.6912752091885,602.9548729658127,567.2395724058151,266.75373363494873,480.88025856018066,288.93661415576935,241.64594221115112,349.42258846759796,191.16122210025787,398.5217890739441,264.65498065948486,292.0016948878765,216.4231794178486,404.3174780905247,267.0208654999733

Similarity matrix,Al-Fatiha,Al-Baqarah,Al Imran,An-Nisa,Al-Maidah,Al-Anam,Al-Araf,Al-Anfal,At-Tawbah,Yunus,Hud,Yusuf,Ar-Rad,Ibrahim,Al-Hijr,An-Nahl,Al-Isra,Al-Kahf,Maryam,Ta-Ha,Al-Anbiya,Al-Hajj,Al-Muminun,An-Nur,Al-Furqan,Ash-Shuara,An-Naml,Al-Qasas,Al-Ankabut,Ar-Rum,Luqmaan,As-Sajda,Al-Ahzaab,Saba (surah),Faatir,Yaseen,As-Saaffaat,Saad,Az-Zumar,Ghafir,Fussilat,Ash_Shooraa,Az-Zukhruf,Ad-Dukhaan,Al-Jaathiyah,Al-Ahqaaf,Muhammad,Al-Fath,Al-Hujuraat,Qaaf,Adh-Dhaariyaat,At-Toor,An-Najm,Al-Qamar,Ar-Rahman,Al-Waqia,Al-Hadeed,Al-Mujadila,Al-Hashr,Al-Mumtahanah,As-Saff,Al-Jumuah,Al-Munafiqoon,At-Taghabun,At-Talaq,At-Tahreem,Al-Mulk,Al-Qalam,Al-Haaqqa,Al-Maaarij,Nooh,Al-Jinn,Al-Muzzammil,Al-Muddaththir,Al-Qiyamah,Al-Insaan,Al-Mursalaat,An-Naba,An-Naaziaat,Abasa,At-Takweer,Al-Infitar,Al-Mutaffifeen,Al-Inshiqaaq,Al-Burooj,At-Taariq,Al-Alaa,Al-Ghaashiyah,Al-Fajr,Al-Balad,Ash-Shams,Al-Layl,Ad-Dhuha,Ash-Sharh,At-Teen,Al-Alaq,Al-Qadr,Al-Bayyinahh,Az-Zalzalah,Al-Aadiyaat,Al-Qaariah,At-Takaathur,Al-Asr,Al-Humazah,Al-Feel,Quraysh,Al-Maaoon,Al-Kawthar,Al-Kaafiroon,An-Nasr,Al-Masad,Al-Ikhlaas,Al-Falaq,Al-Naas
Al-Fatiha,0.0,0.15148763358592987,0.38110142946243286,0.2809593379497528,0.3304728865623474,0.5582357048988342,0.6554979085922241,0.3482981026172638,0.21753734350204468,0.6530276536941528,0.599838376045227,0.42885124683380127,0.331354558467865,0.6788368225097656,0.5851179361343384,0.38363370299339294,0.5939797759056091,0.5088979601860046,0.554513692855835,0.5124919414520264,0.6595989465713501,0.36507853865623474,0.6665152311325073,0.19602520763874054,0.6332338452339172,0.5527172684669495,0.5237633585929871,0.6484590768814087,0.6553207635879517,0.42284128069877625,0.5223466753959656,0.6362208724021912,0.2896515727043152,0.6495351195335388,0.42526015639305115,0.5829105377197266,0.6360243558883667,0.5106920003890991,0.4816436767578125,0.6385577917098999,0.5758296251296997,0.5463926792144775,0.7003229260444641,0.5812913775444031,0.6707282066345215,0.778562068939209,0.3578731417655945,0.35853680968284607,0.5851604342460632,0.4629615843296051,0.5486413836479187,0.5924046635627747,0.449126273393631,0.4658392369747162,0.4358792006969452,0.42343688011169434,0.42884114384651184,0.3640872538089752,0.4913178086280823,0.6204107403755188,0.6571233868598938,0.5077961683273315,0.5516123175621033,0.6081920862197876,0.44373881816864014,0.46247929334640503,0.5134674310684204,0.6775245666503906,0.41627219319343567,0.4760613441467285,0.7061012387275696,0.8070948123931885,0.45812752842903137,0.5857861042022705,0.5156800746917725,0.4477401375770569,0.5035961270332336,0.4858834445476532,0.4436416029930115,0.5784370303153992,0.37740546464920044,0.4339603781700134,0.5558316111564636,0.5503751039505005,0.4627606272697449,0.5449059009552002,0.5927694439888,0.5444571375846863,0.5606011152267456,0.5970726013183594,0.46457934379577637,0.571047306060791,0.6126675605773926,0.6748597621917725,0.5032428503036499,0.6186767816543579,0.3168935179710388,0.6323362588882446,0.3757103681564331,0.5546045899391174,0.43268975615501404,0.6353390216827393,0.6663771271705627,0.5181259512901306,0.6861844062805176,0.6610525250434875,0.5207666158676147,0.632621705532074,0.7341683506965637,0.6712549328804016,0.613412618637085,0.3682015538215637,0.3910353183746338,0.7218209505081177
Al-Baqarah,0.15148763358592987,0.0,0.7225276231765747,0.6330923438072205,0.6332677602767944,-0.03853153809905052,-0.12026485800743103,0.6452724933624268,0.580760657787323,-0.021127574145793915,-0.12239400297403336,0.08009029179811478,0.36279258131980896,0.17634239792823792,-0.06983085721731186,0.46514320373535156,0.15291020274162292,-0.04230121523141861,0.0036206888034939766,-0.0745084211230278,-0.017570307478308678,0.4674534499645233,-0.04386698827147484,0.7644700407981873,0.1415317952632904,-0.07356885820627213,0.05569647625088692,0.12633125483989716,0.16276726126670837,0.36704638600349426,0.44116848707199097,0.1346435397863388,0.7143936157226562,0.16523011028766632,0.5573437213897705,0.049563128501176834,-0.03885192424058914,0.007991298101842403,0.20115728676319122,0.129771888256073,0.10223960131406784,0.3237423300743103,0.044544097036123276,0.10790419578552246,0.2739993929862976,0.10472849011421204,0.6231988668441772,0.6069716215133667,0.6715943217277527,0.04932452738285065,0.19156800210475922,0.29497474431991577,0.3245062232017517,0.017529301345348358,0.17937886714935303,0.2758168876171112,0.6325445175170898,0.5777813792228699,0.5160925388336182,0.590881884098053,0.5270312428474426,0.5675339698791504,0.4592611789703369,0.6129919290542603,0.6007737517356873,0.5278820395469666,0.27306684851646423,0.17598827183246613,0.14315250515937805,0.35124579071998596,0.3428579568862915,0.07338636368513107,0.46424436569213867,0.28545114398002625,0.08858639746904373,0.21289585530757904,0.07473894208669662,0.1799650490283966,0.08963661640882492,0.352555513381958,0.22293098270893097,0.31649476289749146,0.22555211186408997,0.19771867990493774,0.2939901649951935,0.29435983300209045,0.32364127039909363,0.2765710949897766,0.27499181032180786,0.4362737536430359,0.3300974369049072,0.39715713262557983,0.4185428321361542,0.31605690717697144,0.26760539412498474,0.28320011496543884,0.25651633739471436,0.43951669335365295,0.3712591826915741,0.394405722618103,0.2713088095188141,0.25656428933143616,0.38242438435554504,0.276897668838501,0.3058149516582489,0.3567168116569519,0.3742213845252991,0.346523642539978,0.4085429906845093,0.32180434465408325,0.33930712938308716,0.22964996099472046,0.20316889882087708,0.1261272430419922
Al Imran,0.38110142946243286,0.7225276231765747,0.0,0.6927632093429565,0.8049487471580505,0.12510448694229126,0.03518734872341156,0.7992271780967712,0.6969711780548096,0.21092180907726288,-0.0200587660074234,-0.03155738487839699,0.4552469551563263,0.33510634303092957,0.030182084068655968,0.5630798935890198,0.15635298192501068,-0.09604953229427338,0.07214928418397903,-0.061475105583667755,0.07595273107290268,0.6001796126365662,0.09597966820001602,0.7244938611984253,0.3593582212924957,0.06384149938821793,0.06136346980929375,0.16019050776958466,0.4937306046485901,0.4308871030807495,0.5467694997787476,0.3514735698699951,0.7519873380661011,0.33270877599716187,0.5423476696014404,0.12926743924617767,0.1499691903591156,0.17224828898906708,0.4520294666290283,0.4573938846588135,0.2943504750728607,0.5885459780693054,0.27906501293182373,0.2499341070652008,0.5463495850563049,0.38708361983299255,0.7555778622627258,0.7641200423240662,0.7986522912979126,0.16760016977787018,0.19061103463172913,0.3702598512172699,0.349526584148407,0.1934732049703598,0.18156583607196808,0.2896624505519867,0.7732894420623779,0.6895113587379456,0.7474952340126038,0.7021080255508423,0.731360137462616,0.7403886914253235,0.6480893492698669,0.8013107776641846,0.663701057434082,0.705281138420105,0.3860723078250885,0.2815128564834595,0.2656947076320648,0.4346948564052582,0.4366975426673889,0.3108598291873932,0.42158180475234985,0.398440957069397,0.2061646282672882,0.23909126222133636,0.2036461979150772,0.29311835765838623,0.22210495173931122,0.3726790249347687,0.3431948721408844,0.3800566792488098,0.4463901221752167,0.48936137557029724,0.5269279479980469,0.30407387018203735,0.40554213523864746,0.36119550466537476,0.4143047630786896,0.5040127635002136,0.44518426060676575,0.5263709425926208,0.5529259443283081,0.4165208339691162,0.3702305555343628,0.3433307707309723,0.27337950468063354,0.6475500464439392,0.4006350338459015,0.4951627254486084,0.4093424677848816,0.43736132979393005,0.42241349816322327,0.3844309151172638,0.409056693315506,0.48023903369903564,0.3708881437778473,0.3770696222782135,0.5675200819969177,0.5251462459564209,0.47399502992630005,0.365527480840683,0.3283088505268097,0.29786035418510437
An-Nisa,0.2809593379497528,0.6330923438072205,0.6927632093429565,0.0,0.821696400642395,-0.08251388370990753,-0.23683762550354004,0.7554639577865601,0.7845873832702637,-0.170332670211792,-0.21404093503952026,-0.04694115370512009,0.37594476342201233,0.03192851319909096,-0.12125778943300247,0.41506868600845337,0.27966734766960144,-0.06859298795461655,-0.02339414320886135,-0.2341373860836029,-0.1065569743514061,0.3769999146461487,-0.06919404119253159,0.7746226191520691,0.22857196629047394,-0.19735197722911835,-0.14068055152893066,0.0023350203409790993,0.19607630372047424,0.1948835700750351,0.4270954132080078,0.03663954883813858,0.8396235704421997,0.2009582817554474,0.5098934769630432,0.006564184557646513,-0.0264559555798769,-0.06297383457422256,0.2335415929555893,0.04557078704237938,0.11448077857494354,0.3732863664627075,0.021695738658308983,0.08016558736562729,0.20912261307239532,0.11962615698575974,0.6338008642196655,0.7249812483787537,0.727104127407074,-0.04704924672842026,0.009523535147309303,0.23688696324825287,0.17106784880161285,-0.07428818196058273,-0.034869324415922165,0.2555091381072998,0.6577348113059998,0.7428511381149292,0.5755441188812256,0.7770718336105347,0.6149055361747742,0.519660234451294,0.5909757614135742,0.644095242023468,0.6709309816360474,0.556084156036377,0.25689494609832764,0.03399135172367096,0.020617447793483734,0.360311895608902,0.376250296831131,0.22281882166862488,0.3329630494117737,0.15919874608516693,0.0692550465464592,0.22434206306934357,0.011846399866044521,0.10911523550748825,0.049876388162374496,0.3343627452850342,0.12812767922878265,0.1842743456363678,0.12506899237632751,0.246071919798851,0.32311001420021057,0.19954411685466766,0.23817557096481323,0.23910963535308838,0.19529716670513153,0.4450964331626892,0.21258729696273804,0.41836073994636536,0.5220094919204712,0.2589974105358124,0.2038816660642624,0.2855002284049988,0.05582595244050026,0.4636836647987366,0.31120964884757996,0.35626593232154846,0.2301306128501892,0.3005104959011078,0.30300581455230713,0.20861932635307312,0.2997984290122986,0.40637680888175964,0.29577940702438354,0.2869911193847656,0.3891422748565674,0.3706458806991577,0.36400583386421204,0.2654764652252197,0.1968204528093338,0.1877889335155487
Al-Maidah,0.3304728865623474,0.6332677602767944,0.8049487471580505,0.821696400642395,0.0,0.0010355282574892044,-0.02081027626991272,0.7832670211791992,0.8010797500610352,0.07345782965421677,-0.09186722338199615,-0.04157358035445213,0.353141725063324,0.12454091012477875,0.030058223754167557,0.4637760818004608,0.19586408138275146,-0.05834072828292847,-0.01595490425825119,-0.06114660203456879,-0.0016841430915519595,0.40559491515159607,0.06586609035730362,0.7083728909492493,0.2237548828125,0.08665790408849716,-0.002309303730726242,0.13051632046699524,0.3753304183483124,0.21795912086963654,0.41351544857025146,0.2699524462223053,0.8011576533317566,0.2630782425403595,0.41215279698371887,0.13335242867469788,0.08926084637641907,0.07149606198072433,0.2772779166698456,0.22771824896335602,0.16769132018089294,0.41265061497688293,0.2298804670572281,0.20471295714378357,0.3667307198047638,0.3213384449481964,0.7422851920127869,0.7334585785865784,0.810674786567688,0.08515358716249466,0.13386884331703186,0.3976711332798004,0.23755590617656708,0.11987863481044769,0.14036066830158234,0.3735199272632599,0.6779050230979919,0.7382370829582214,0.6863539218902588,0.7567510008811951,0.7317021489143372,0.6440238952636719,0.6600561141967773,0.6916302442550659,0.618148922920227,0.6553157567977905,0.2768218219280243,0.23361584544181824,0.21972952783107758,0.43317878246307373,0.43124401569366455,0.24781493842601776,0.33310407400131226,0.2709220349788666,0.14936770498752594,0.1982364058494568,0.23285938799381256,0.20443886518478394,0.0764465257525444,0.30487143993377686,0.23158389329910278,0.31150785088539124,0.37685975432395935,0.45495763421058655,0.44962140917778015,0.2053741216659546,0.25070667266845703,0.353657066822052,0.2628309726715088,0.49694234132766724,0.31896135210990906,0.39430829882621765,0.50777667760849,0.349317729473114,0.30710142850875854,0.2875528335571289,0.24033412337303162,0.6362326145172119,0.33751043677330017,0.4346180558204651,0.3071317672729492,0.428970068693161,0.3780835270881653,0.26947230100631714,0.41831374168395996,0.482360303401947,0.3552115261554718,0.3443417251110077,0.5431946516036987,0.42187753319740295,0.4754824638366699,0.28520047664642334,0.31360116600990295,0.2639520466327667
Al-Anam,0.5582357048988342,-0.03853153809905052,0.12510448694229126,-0.08251388370990753,0.0010355282574892044,0.0,0.5228613018989563,0.007006573490798473,-0.033857814967632294,0.7932507991790771,0.5231449604034424,0.30230453610420227,0.5119947195053101,0.5926426649093628,0.47437888383865356,0.6282399296760559,0.46042752265930176,0.5588489770889282,0.41062039136886597,0.4158609211444855,0.605221152305603,0.5410881042480469,0.7244372963905334,0.0028061368502676487,0.5822039246559143,0.3167220652103424,0.5169361233711243,0.44920727610588074,0.49727487564086914,0.5537954568862915,0.498180627822876,0.6755498647689819,-0.13224464654922485,0.727234959602356,0.5366178750991821,0.665254533290863,0.47105345129966736,0.4192690849304199,0.6154021620750427,0.5945708155632019,0.683484673500061,0.5224207043647766,0.7197940945625305,0.4642581045627594,0.6557868123054504,0.7032129168510437,0.24101273715496063,0.07514187693595886,0.26143941283226013,0.5608197450637817,0.43731459975242615,0.5993344187736511,0.670779824256897,0.40077945590019226,0.457166850566864,0.3710463345050812,0.17297852039337158,0.09547530859708786,0.2257327437400818,0.1651591807603836,0.23808468878269196,0.387057900428772,0.27524369955062866,0.37502527236938477,0.1673518419265747,0.10566510260105133,0.5265396237373352,0.6037458181381226,0.4559362232685089,0.409636914730072,0.40360116958618164,0.628440797328949,0.38848379254341125,0.6958596110343933,0.5245306491851807,0.34562423825263977,0.513547956943512,0.4761776328086853,0.4400843679904938,0.5225016474723816,0.4500122666358948,0.4966362714767456,0.5605053305625916,0.45759162306785583,0.34647199511528015,0.6010361313819885,0.5638093948364258,0.51114821434021,0.47578081488609314,0.5025220513343811,0.39619529247283936,0.37864968180656433,0.46439969539642334,0.5276851654052734,0.547648549079895,0.5287643671035767,0.4257621467113495,0.4378933310508728,0.29668453335762024,0.4525941014289856,0.4115315079689026,0.5529683828353882,0.6242756247520447,0.47546136379241943,0.5231707692146301,0.46366921067237854,0.39610055088996887,0.4568829834461212,0.6106248497962952,0.46937403082847595,0.46300452947616577,0.45400580763816833,0.3961770832538605,0.5916290879249573
